full_name;age;birthday_GMT;league;season;position;Current Club;minutes_played_overall;minutes_played_home;minutes_played_away;nationality;appearances_overall;goals_overall;assists_overall;penalty_goals;penalty_misses;yellow_cards_overall;red_cards_overall;assists_per_90_overall;passes_per_90_overall;shots_total_overall;blocks_total_overall
Franco Javier Herrera;19;viernes, 19 de septiembre de 2003;Primera Division;2023;Goalkeeper;Barracas Central;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Franco Moyano;25;Sabado, 13 de septiembre de 1997;Primera Division;2023;Midfielder;Argentinos Juniors;1734;849;885;Argentina;23;0;1;0;0;2;0;0.05;58.03;7;3
Franco Nicola Tolosa;22;jueves, 31 de mayo de 2001;Primera Division;2023;Defender;Barracas Central;253;135;118;Argentina;9;0;0;0;0;0;0;0;0.00;0;0
Franco Orozco;21;miercoles, 09 de enero de 2002;Primera Division;2023;Forward;Lanus;1131;531;600;Argentina;24;4;3;0;0;3;0;0.24;20.93;15;1
Franco Pardo;26;Sabado, 05 de abril de 1997;Primera Division;2023;Defender;Union Santa Fe;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Franco Petroli;25;jueves, 11 de junio de 1998;Primera Division;2023;Goalkeeper;River Plate;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Franco Saavedra;20;martes, 02 de septiembre de 2003;Primera Division;2023;Midfielder;Talleres Cordoba;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Franco Sbuttoni;34;Sabado, 06 de mayo de 1989;Primera Division;2023;Defender;Sarmiento;1242;613;629;Argentina;16;0;0;0;0;1;0;0;24.84;2;9
Franco Sergio Martinez;20;domingo, 06 de octubre de 2002;Primera Division;2023;Defender;Arsenal de Sarandi;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Franco Soldano;32;viernes, 14 de septiembre de 1990;Primera Division;2023;Forward;Gimnasia La Plata;1406;790;616;Argentina;21;1;2;0;0;1;0;0.13;21.19;11;7
Franco Troyansky;26;jueves, 06 de marzo de 1997;Primera Division;2023;Forward;Lanus;1134;576;558;Argentina;26;5;1;0;1;1;0;0.08;20.87;27;0
Franco Watson;23;Sabado, 01 de enero de 2000;Primera Division;2023;Midfielder;Instituto;1363;631;732;Argentina;23;0;2;0;0;1;0;0.13;0.00;0;0
Franco Zapiola;22;lunes, 19 de febrero de 2001;Primera Division;2023;Midfielder;Estudiantes;444;301;143;Argentina;11;0;2;0;0;1;0;0.41;36.69;7;0
Frank Fabra;32;viernes, 22 de febrero de 1991;Primera Division;2023;Defender;Boca Juniors;1399;729;670;Colombia;19;0;1;0;0;5;0;0.06;52.87;3;5
Gabriel Agustin Hauche;36;jueves, 27 de noviembre de 1986;Primera Division;2023;Forward;Racing Club;1554;886;668;Argentina;27;6;3;0;0;5;1;0.17;30.46;28;0
Gabriel Alanis;29;miercoles, 16 de marzo de 1994;Primera Division;2023;Midfielder;Defensa y Justicia;1179;663;516;Argentina;20;1;0;0;0;1;0;0;16.26;27;2
Gabriel Alejandro Gudiño;31;lunes, 16 de marzo de 1992;Primera Division;2023;Midfielder;Platense;983;465;518;Argentina;17;3;0;0;0;3;0;0;18.59;15;3
Gabriel Aranda;22;lunes, 16 de abril de 2001;Primera Division;2023;Defender;Boca Juniors;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Gabriel Arias;35;domingo, 13 de septiembre de 1987;Primera Division;2023;Goalkeeper;Racing Club;2225;1235;990;Argentina;25;0;0;0;0;3;0;0;26.05;0;0
Gabriel Avalos;32;viernes, 12 de octubre de 1990;Primera Division;2023;Forward;Argentinos Juniors;1931;927;1004;Paraguay;27;14;2;5;0;4;0;0.09;24.14;53;2
Gabriel Carlos Compagnucci;32;jueves, 29 de agosto de 1991;Primera Division;2023;Forward;Belgrano;966;386;580;Argentina;18;0;1;0;0;1;0;0.09;28.60;4;1
Gabriel Diaz;23;miercoles, 19 de abril de 2000;Primera Division;2023;Midfielder;Sarmiento;1730;985;745;Argentina;22;2;1;0;0;0;0;0.05;0.00;0;0
Gabriel Herni Rojas;26;domingo, 22 de junio de 1997;Primera Division;2023;Defender;Racing Club;1494;630;864;Argentina;18;1;1;0;0;4;1;0.06;37.53;15;3
Gabriel Maximiliano Graciani;29;domingo, 28 de noviembre de 1993;Primera Division;2023;Midfielder;Instituto;1977;1030;947;Argentina;29;3;4;0;0;1;0;0.18;30.22;21;2
Gaspar Andres Servio;31;lunes, 09 de marzo de 1992;Primera Division;2023;Goalkeeper;Rosario Central;360;180;180;Argentina;4;0;0;0;0;0;0;0;20.50;0;0
Gaston Alan Hernidez;25;lunes, 19 de enero de 1998;Primera Division;2023;Defender;San Lorenzo;2213;1080;1133;Argentina;25;1;0;0;0;5;2;0;39.68;16;11
Gaston Alberto Togni;25;Sabado, 20 de septiembre de 1997;Primera Division;2023;Forward;Defensa y Justicia;1450;771;679;Argentina;22;3;5;0;0;0;0;0.31;21.18;27;2
Gaston Americo Benavidez;27;lunes, 23 de octubre de 1995;Primera Division;2023;Defender;Talleres Cordoba;2610;1350;1260;Argentina;29;1;3;0;0;4;0;0.1;37.63;16;8
Gaston Andres Lodico;25;jueves, 28 de mayo de 1998;Primera Division;2023;Midfielder;Instituto;2615;1294;1321;Argentina;30;1;3;1;0;2;0;0.1;54.54;17;4
Gaston Benedetti Taffarel;22;jueves, 29 de marzo de 2001;Primera Division;2023;Defender;Estudiantes;1542;888;654;Argentina;18;2;1;0;0;7;0;0.06;0.00;0;0
Gaston Claudio Corvali;34;jueves, 23 de marzo de 1989;Primera Division;2023;Defender;Union Santa Fe;2496;1260;1236;Argentina;28;0;1;0;0;8;0;0.04;42.12;15;12
Gaston Comas;25;Sabado, 13 de junio de 1998;Primera Division;2023;Midfielder;Union Santa Fe;67;0;67;Argentina;3;0;0;0;0;0;0;0;53.73;1;1
Gaston Gomez;27;lunes, 04 de marzo de 1996;Primera Division;2023;Goalkeeper;Velez Sarsfield;854;494;360;Argentina;10;0;0;0;0;0;0;0;19.07;0;0
Gaston Matias Campi;32;Sabado, 06 de abril de 1991;Primera Division;2023;Defender;San Lorenzo;942;359;583;Argentina;17;0;0;0;0;5;0;0;32.64;3;2
Gaston Pedernera;22;lunes, 09 de octubre de 2000;Primera Division;2023;Midfielder;Godoy Cruz;44;0;44;Argentina;1;0;0;0;0;1;0;0;14.32;0;0
Gaston Ramirez;32;domingo, 02 de diciembre de 1990;Primera Division;2023;Midfielder;San Lorenzo;19;2;17;Uruguay;2;0;1;0;0;0;0;4.74;135.00;0;0
Gaston Sauro;33;viernes, 23 de febrero de 1990;Primera Division;2023;Defender;Huracan;761;229;532;Argentina;11;0;0;0;0;5;1;0;32.76;4;5
Gaston Suso;32;martes, 12 de marzo de 1991;Primera Division;2023;Defender;Platense;1201;630;571;Argentina;16;1;0;0;0;8;0;0;39.13;8;5
Gaston Veron;22;lunes, 23 de abril de 2001;Primera Division;2023;Forward;Argentinos Juniors;1356;719;637;Argentina;26;0;0;0;0;7;1;0;33.78;25;3
Genaro Ariel Rossi;21;jueves, 07 de febrero de 2002;Primera Division;2023;Forward;Newell's Old Boys;58;0;58;Argentina;1;0;0;0;0;0;0;0;0.00;0;0
Germi Andres Conti;29;viernes, 03 de junio de 1994;Primera Division;2023;Defender;Colon;21;0;21;Argentina;1;0;0;0;0;1;0;0;77.14;0;1
Germi Guiffrey;25;miercoles, 31 de diciembre de 1997;Primera Division;2023;Defender;Gimnasia La Plata;239;149;90;Argentina;3;0;0;0;0;0;0;0;38.79;0;1
Geronimo Rivera;20;lunes, 18 de agosto de 2003;Primera Division;2023;Midfielder;Banfield;151;108;43;Argentina;10;1;1;0;0;3;0;0.6;0.00;0;0
Geronimo Tomasetti;23;viernes, 12 de mayo de 2000;Primera Division;2023;Midfielder;Belgrano;49;0;49;Argentina;5;0;0;0;0;0;0;0;45.92;0;0
Gian Nardelli;23;Sabado, 11 de marzo de 2000;Primera Division;2023;Defender;Colon;1243;587;656;Argentina;17;0;0;0;0;2;1;0;38.01;0;6
Gianluca Ferrari;26;lunes, 30 de junio de 1997;Primera Division;2023;Defender;Godoy Cruz;224;90;134;Argentina;3;0;1;0;0;0;0;0.4;30.94;0;3
Gianluca Prestianni Gross;17;martes, 31 de enero de 2006;Primera Division;2023;Forward;Velez Sarsfield;1467;854;613;Argentina;26;2;0;0;0;4;0;0;0.00;0;0
Gino Infantino;20;lunes, 19 de mayo de 2003;Primera Division;2023;Midfielder;Rosario Central;803;397;406;Argentina;17;1;1;0;0;2;0;0.11;29.48;12;0
Gino Olguin;23;lunes, 13 de marzo de 2000;Primera Division;2023;Midfielder;Central Cordoba SdE;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Giovanni Emmanuel Bogado Duarte;21;domingo, 16 de septiembre de 2001;Primera Division;2023;Midfielder;Rosario Central;16;0;16;Paraguay;1;0;0;0;0;0;0;0;135.00;0;0
Giuliano Cerato;25;Sabado, 20 de junio de 1998;Primera Division;2023;Defender;Instituto;1529;685;844;Argentina;20;0;0;0;0;7;0;0;0.00;0;0
Gonzalo Agustin Piñeiro;22;martes, 03 de octubre de 2000;Primera Division;2023;Midfielder;Estudiantes;8;0;8;Argentina;1;0;0;0;0;0;0;0;0.00;0;0
Gonzalo Agustin Sidez;22;martes, 16 de enero de 2001;Primera Division;2023;Defender;Rosario Central;467;292;175;Argentina;11;0;0;0;0;2;0;0;0.00;0;0
Gonzalo Alves;19;domingo, 23 de noviembre de 2003;Primera Division;2023;Midfielder;Central Cordoba SdE;256;151;105;Argentina;11;0;1;0;0;0;0;0.35;0.00;0;0
Gonzalo Asis;27;jueves, 28 de marzo de 1996;Primera Division;2023;Defender;Platense;433;270;163;Argentina;6;0;0;0;0;1;0;0;24.73;2;2
Gonzalo Bettini;30;Sabado, 26 de septiembre de 1992;Primera Division;2023;Defender;Sarmiento;2087;1080;1007;Argentina;25;1;0;0;0;5;0;0;27.45;7;5
Gonzalo Damii Abrego;23;viernes, 07 de enero de 2000;Primera Division;2023;Midfielder;Godoy Cruz;2145;1106;1039;Argentina;26;3;1;0;0;2;0;0.04;33.78;22;4
Gonzalo Emanuel Muscia;23;domingo, 09 de enero de 2000;Primera Division;2023;Midfielder;Arsenal de Sarandi;1407;749;658;Argentina;22;0;0;0;0;3;0;0;0.00;0;0
Gonzalo Escudero;16;domingo, 01 de abril de 2007;Primera Division;2023;Defender;Racing Club;2;0;2;Argentina;1;0;0;0;0;0;0;0;0.00;0;0
Gonzalo Ezequiel Paz;30;domingo, 06 de junio de 1993;Primera Division;2023;Defender;Atletico Tucuman;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Gonzalo Javier Morales;20;jueves, 03 de abril de 2003;Primera Division;2023;Forward;Union Santa Fe;253;174;79;Argentina;4;4;0;0;0;0;0;0;0.00;0;0
Gonzalo Joaquin Gonzalez;20;martes, 15 de abril de 2003;Primera Division;2023;Defender;Gimnasia La Plata;54;54;0;Argentina;1;0;0;0;0;0;0;0;0.00;0;0
Gonzalo Jorge Alberto Silva;24;lunes, 12 de julio de 1999;Primera Division;2023;Midfielder;Colon;55;11;44;Argentina;2;0;0;0;0;0;0;0;0.00;2;0
Gonzalo Luji Melli;22;viernes, 27 de abril de 2001;Primera Division;2023;Defender;San Lorenzo;1245;616;629;Argentina;24;0;0;0;0;0;0;0;22.61;6;6
Gonzalo Marinelli;34;martes, 07 de febrero de 1989;Primera Division;2023;Goalkeeper;Tigre;2250;1080;1170;Argentina;25;0;0;0;0;1;0;0;31.64;0;0
Gonzalo Maroni;24;jueves, 18 de marzo de 1999;Primera Division;2023;Midfielder;San Lorenzo;627;183;444;Argentina;15;1;2;0;0;1;0;0.29;38.50;10;0
Gonzalo Nahuel Flores;21;viernes, 22 de febrero de 2002;Primera Division;2023;Forward;Tigre;402;203;199;Argentina;14;0;0;0;0;0;0;0;22.61;10;1
Gonzalo Pablo Castellani;36;lunes, 10 de agosto de 1987;Primera Division;2023;Midfielder;Defensa y Justicia;312;139;173;Argentina;10;0;0;0;0;2;1;0;58.27;0;3
Gonzalo Requena;20;martes, 04 de marzo de 2003;Primera Division;2023;Defender;Instituto;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Gonzalo Ruben Piovi;28;jueves, 08 de septiembre de 1994;Primera Division;2023;Defender;Racing Club;1691;940;751;Argentina;20;5;1;3;0;6;1;0.05;61.31;22;6
Gonzalo Valdivia;22;jueves, 05 de abril de 2001;Primera Division;2023;Defender;Platense;225;122;103;Argentina;7;1;0;0;0;1;0;0;14.00;1;0
Gregorio Rodriguez;23;lunes, 17 de enero de 2000;Primera Division;2023;Midfielder;Instituto;90;38;52;Argentina;10;0;0;0;0;1;0;0;0.00;0;0
Guido Herrera;31;Sabado, 29 de febrero de 1992;Primera Division;2023;Goalkeeper;Talleres Cordoba;2700;1350;1350;Argentina;30;0;0;0;0;2;0;0;29.18;0;0
Guido Mainero;28;jueves, 23 de marzo de 1995;Primera Division;2023;Midfielder;Sarmiento;456;246;210;Argentina;8;0;0;0;0;1;1;0;27.24;1;1
Guido Marcelo Carrillo;32;Sabado, 25 de mayo de 1991;Primera Division;2023;Forward;Estudiantes;758;366;392;Argentina;17;1;0;0;0;1;0;0;28.57;18;0
Guido Villar;28;miercoles, 15 de febrero de 1995;Primera Division;2023;Goalkeeper;Barracas Central;508;180;328;Argentina;6;0;0;0;0;1;0;0;21.75;0;0
Guillermo Balzi;22;lunes, 23 de julio de 2001;Primera Division;2023;Midfielder;Newell's Old Boys;254;90;164;Argentina;5;0;0;0;0;0;0;0;0.00;0;0
Guillermo Enrique;23;jueves, 24 de febrero de 2000;Primera Division;2023;Defender;Gimnasia La Plata;1253;469;784;Argentina;18;1;1;0;0;3;1;0.07;20.33;7;4
Guillermo Fabii Pereira;29;domingo, 16 de enero de 1994;Primera Division;2023;Midfielder;Belgrano;513;203;310;Argentina;16;1;0;0;0;3;0;0;30.78;4;1
Guillermo Federico Gonzalvez;20;miercoles, 05 de marzo de 2003;Primera Division;2023;Midfielder;Colon;13;0;13;Argentina;1;0;0;0;0;0;0;0;27.69;0;0
Guillermo Gaston Acosta;34;lunes, 31 de octubre de 1988;Primera Division;2023;Midfielder;Atletico Tucuman;2025;1014;1011;Argentina;27;0;2;0;0;7;1;0.09;41.44;12;7
Guillermo Luis Ortiz;31;domingo, 09 de agosto de 1992;Primera Division;2023;Defender;Newell's Old Boys;1208;396;812;Argentina;16;1;0;0;0;3;0;0;62.81;4;9
Guillermo Matias Fernandez;31;viernes, 11 de octubre de 1991;Primera Division;2023;Midfielder;Boca Juniors;1784;908;876;Argentina;23;2;2;0;0;10;0;0.1;55.28;8;8
Guillermo Soto;29;lunes, 10 de enero de 1994;Primera Division;2023;Defender;Huracan;1751;935;816;Chile;21;0;0;0;0;2;0;0;29.35;4;5
Gustavo Damii Canto;29;viernes, 25 de febrero de 1994;Primera Division;2023;Defender;Central Cordoba SdE;2356;1170;1186;Argentina;27;0;0;0;0;8;0;0;36.33;16;21
Harrinson Mancilla Mulato;31;domingo, 22 de diciembre de 1991;Primera Division;2023;Midfielder;Sarmiento;186;99;87;Colombia;9;0;0;0;0;3;1;0;29.29;2;2
Hector David Martinez;25;miercoles, 21 de enero de 1998;Primera Division;2023;Defender;River Plate;18;7;11;Argentina;2;0;0;0;0;0;0;0;70.00;1;0
Hector Fertoli;28;Sabado, 03 de diciembre de 1994;Primera Division;2023;Forward;Huracan;363;155;208;Argentina;9;0;1;0;0;2;0;0.25;40.41;4;3
Hector Jona Acevedo;26;jueves, 06 de febrero de 1997;Primera Division;2023;Midfielder;Instituto;972;586;386;Argentina;18;0;1;0;0;3;0;0.09;37.50;15;0
Herni De La Fuente;26;martes, 07 de enero de 1997;Primera Division;2023;Defender;Atletico Tucuman;832;366;466;Argentina;13;0;0;0;0;2;0;0;30.85;5;2
Herni Lopez Muñoz;22;jueves, 07 de septiembre de 2000;Primera Division;2023;Midfielder;Godoy Cruz;1705;893;812;Argentina;23;4;3;0;0;7;0;0.16;29.70;31;0
Horacio Gabriel Tijanovich;27;miercoles, 28 de febrero de 1996;Primera Division;2023;Forward;Banfield;130;26;104;Argentina;6;0;0;0;0;1;0;0;24.23;4;0
Ibrahim Hesar;29;lunes, 15 de noviembre de 1993;Primera Division;2023;Forward;Belgrano;522;291;231;Argentina;16;0;0;0;0;2;0;0;18.79;13;1
Ignacio Agustin Rodriguez;21;viernes, 22 de febrero de 2002;Primera Division;2023;Midfielder;Banfield;988;463;525;Argentina;21;0;0;0;0;1;0;0;24.05;7;1
Ignacio Cechi;22;jueves, 26 de julio de 2001;Primera Division;2023;Midfielder;Lanus;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Ignacio Francisco Chicco;27;domingo, 30 de junio de 1996;Primera Division;2023;Goalkeeper;Colon;2700;1350;1350;Argentina;30;0;0;0;0;2;0;0;24.00;0;0
Ignacio Galvi;20;viernes, 06 de septiembre de 2002;Primera Division;2023;Defender;Racing Club;127;0;127;Argentina;3;0;0;0;0;0;0;0;33.31;1;0
Ignacio Gariglio;24;domingo, 20 de diciembre de 1998;Primera Division;2023;Defender;Arsenal de Sarandi;785;427;358;Argentina;12;0;0;0;0;5;0;0;39.64;2;4
Ignacio Maestro Puch;20;miercoles, 13 de agosto de 2003;Primera Division;2023;Midfielder;Atletico Tucuman;383;218;165;Argentina;19;0;0;0;0;1;1;0;0.00;0;0
Ignacio Mauricio Jesus Arce;31;miercoles, 08 de abril de 1992;Primera Division;2023;Goalkeeper;Platense;450;270;180;Argentina;5;0;0;0;0;0;0;0;32.75;0;0
Ignacio Miramon;20;jueves, 12 de junio de 2003;Primera Division;2023;Midfielder;Gimnasia La Plata;1694;900;794;Argentina;21;0;0;0;0;10;1;0;0.00;0;0
Ignacio Pussetto;27;jueves, 21 de diciembre de 1995;Primera Division;2023;Midfielder;Huracan;30;30;0;Argentina;1;0;0;0;0;0;0;0;6.00;0;0
Ignacio Schor;23;viernes, 04 de agosto de 2000;Primera Division;2023;Midfielder;Newell's Old Boys;548;211;337;Argentina;22;0;1;0;0;2;0;0.16;16.75;7;0
Ignacio Tapia;19;miercoles, 01 de septiembre de 2004;Primera Division;2023;Midfielder;Belgrano;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Ignacio Vazquez;26;domingo, 15 de junio de 1997;Primera Division;2023;Defender;Platense;1874;858;1016;Argentina;25;0;1;0;0;3;0;0.05;40.33;9;8
Ijiel Cesar Protti;28;martes, 31 de enero de 1995;Primera Division;2023;Forward;Tigre;3;0;3;Argentina;1;0;0;0;0;1;0;0;120.00;0;0
Imanol Machuca;23;Sabado, 15 de enero de 2000;Primera Division;2023;Midfielder;Union Santa Fe;1871;857;1014;Argentina;22;4;1;0;0;5;1;0.05;21.36;26;1
Ismael Cortez;21;martes, 01 de enero de 2002;Primera Division;2023;Midfielder;Rosario Central;498;324;174;Argentina;13;0;0;0;0;2;0;0;0.00;0;0
Ivi Alexis Pillud;37;jueves, 24 de abril de 1986;Primera Division;2023;Defender;Racing Club;576;277;299;Argentina;11;1;1;0;0;1;0;0.16;44.06;1;1
Ivi Cabrera;20;lunes, 17 de febrero de 2003;Primera Division;2023;Midfielder;Arsenal de Sarandi;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Ivan Glavinovich;21;Sabado, 27 de octubre de 2001;Primera Division;2023;Defender;Newell's Old Boys;270;270;0;Argentina;3;0;0;0;0;0;0;0;0.00;0;0
Ivi Gomez;26;viernes, 28 de febrero de 1997;Primera Division;2023;Defender;Newell's Old Boys;2030;1143;887;Argentina;26;0;2;0;0;4;0;0.09;39.03;14;1
Ivi Jose Marcone;33;domingo, 03 de junio de 1990;Primera Division;2023;Midfielder;Independiente;2087;1026;1061;Argentina;25;0;0;0;0;6;1;0;45.07;5;8
Ivan Leguizamon;21;miercoles, 03 de julio de 2002;Primera Division;2023;Midfielder;San Lorenzo;1508;846;662;Argentina;28;2;0;0;0;2;0;0;18.04;22;1
Ivi Ortigoza;28;miercoles, 01 de marzo de 1995;Primera Division;2023;Forward;Belgrano;400;184;216;Argentina;11;0;0;0;0;2;0;0;27.16;8;0
Ivi Ramirez;33;viernes, 23 de febrero de 1990;Primera Division;2023;Midfielder;Belgrano;133;95;38;Argentina;7;0;0;0;0;1;0;0;26.39;0;0
Ivi Rossi;29;lunes, 01 de noviembre de 1993;Primera Division;2023;Midfielder;Platense;1479;691;788;Argentina;20;0;0;0;0;2;0;0;38.28;6;5
Ivi Tapia;24;lunes, 23 de noviembre de 1998;Primera Division;2023;Midfielder;Barracas Central;2684;1343;1341;Argentina;30;4;6;3;0;4;0;0.2;41.01;26;2
Ivi Valenzuela;22;jueves, 24 de mayo de 2001;Primera Division;2023;Midfielder;Huracan;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Ivo Mammini;20;martes, 15 de abril de 2003;Primera Division;2023;Forward;Gimnasia La Plata;653;238;415;Argentina;18;2;0;0;0;0;0;0;0.00;0;0
Jabes Esteban Saralegui;20;Sabado, 12 de abril de 2003;Primera Division;2023;Midfielder;Boca Juniors;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Jalil Juan Jose Elias;27;jueves, 25 de abril de 1996;Primera Division;2023;Midfielder;San Lorenzo;2357;1260;1097;Argentina;28;2;1;0;0;5;0;0.04;52.40;7;11
Jaminton Leandro Campaz;23;miercoles, 24 de mayo de 2000;Primera Division;2023;Midfielder;Rosario Central;2088;1193;895;Colombia;26;4;5;0;0;6;0;0.22;28.53;49;1
Javier Cabrera;31;miercoles, 18 de marzo de 1992;Primera Division;2023;Forward;Argentinos Juniors;1804;912;892;Uruguay;26;0;3;0;0;6;0;0.15;32.58;22;2
Javier Fabii Toledo;37;domingo, 20 de abril de 1986;Primera Division;2023;Forward;Colon;1604;729;875;Argentina;27;4;2;1;1;7;0;0.11;20.60;45;2
Javier Herni Garcia;36;jueves, 29 de enero de 1987;Primera Division;2023;Goalkeeper;Boca Juniors;540;450;90;Argentina;6;0;0;0;0;0;0;0;25.17;0;0
Javier Nicola Vallejo;19;Sabado, 03 de enero de 2004;Primera Division;2023;Forward;Independiente;1171;658;513;Argentina;21;1;0;0;0;4;1;0;0.00;0;0
Javier Patricio Ostachuk;23;viernes, 05 de mayo de 2000;Primera Division;2023;Midfielder;Independiente;432;128;304;Argentina;9;0;0;0;0;2;1;0;37.71;6;0
Javier Vallejos;20;viernes, 03 de enero de 2003;Primera Division;2023;Goalkeeper;Central Cordoba SdE;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Jean Pierre Rosso Genova;26;lunes, 07 de abril de 1997;Primera Division;2023;Defender;Sarmiento;1064;423;641;Uruguay;19;0;1;0;0;1;0;0.08;26.81;2;2
Jeffrey Catriel Cabellos Vazquez;19;miercoles, 18 de agosto de 2004;Primera Division;2023;Midfielder;Racing Club;108;7;101;Peru;5;0;1;0;0;1;0;0.83;0.00;0;0
Jeremias James;22;lunes, 29 de enero de 2001;Primera Division;2023;Defender;San Lorenzo;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Jeremias Perez Tica;20;miercoles, 16 de abril de 2003;Primera Division;2023;Forward;Newell's Old Boys;723;328;395;Argentina;16;0;2;0;0;1;0;0.25;23.90;10;0
Jeronimo Cacciabue;25;miercoles, 21 de enero de 1998;Primera Division;2023;Midfielder;Platense;794;507;287;Argentina;14;0;0;0;0;4;0;0;30.43;3;5
Jeronimo Domina;17;lunes, 17 de octubre de 2005;Primera Division;2023;Forward;Union Santa Fe;1410;694;716;Argentina;24;3;2;0;0;3;0;0.13;0.00;0;0
Jeronimo Russo;18;lunes, 30 de mayo de 2005;Primera Division;2023;Forward;Newell's Old Boys;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Jesus Miguel Soraire;34;Sabado, 03 de diciembre de 1988;Primera Division;2023;Midfielder;Banfield;645;285;360;Argentina;21;2;0;0;0;2;0;0;39.77;7;0
Jherson Steven Mosquera Castro;23;Sabado, 18 de septiembre de 1999;Primera Division;2023;Defender;Newell's Old Boys;1744;910;834;Colombia;21;2;0;0;0;11;2;0;42.24;4;2
Joaquin Ariel Novillo;25;jueves, 19 de febrero de 1998;Primera Division;2023;Defender;Huracan;1504;694;810;Argentina;17;0;0;0;0;4;0;0;45.96;6;7
Joaquin Avila;22;viernes, 23 de marzo de 2001;Primera Division;2023;Midfielder;Atletico Tucuman;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Joaquin Bautista Ibiañez;26;jueves, 05 de septiembre de 1996;Primera Division;2023;Midfielder;Colon;453;253;200;Argentina;9;1;0;0;0;2;0;0;27.81;4;0
Joaquin Blazquez;22;domingo, 28 de enero de 2001;Primera Division;2023;Goalkeeper;Platense;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Joaquin Cabrera;22;lunes, 04 de junio de 2001;Primera Division;2023;Goalkeeper;Sarmiento;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Joaquin Conrado Enrico;22;miercoles, 22 de agosto de 2001;Primera Division;2023;Goalkeeper;Colon;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Joaquin Gho;20;miercoles, 14 de mayo de 2003;Primera Division;2023;Midfielder;Sarmiento;45;25;20;Argentina;3;0;0;0;0;0;0;0;36.00;0;0
Joaquin Laso;33;miercoles, 04 de julio de 1990;Primera Division;2023;Defender;Independiente;1104;302;802;Argentina;14;0;0;0;0;8;1;0;41.80;0;2
Joaquin Mosqueira;19;domingo, 11 de enero de 2004;Primera Division;2023;Midfielder;Union Santa Fe;648;269;379;Argentina;14;1;0;0;0;1;0;0;0.00;0;0
Joaquin Nicola Pereyra;24;martes, 01 de diciembre de 1998;Primera Division;2023;Midfielder;Atletico Tucuman;2493;1166;1327;Argentina;28;1;3;0;0;7;1;0.11;44.98;37;8
Joaquin Silvio Messi;21;martes, 16 de abril de 2002;Primera Division;2023;Midfielder;Newell's Old Boys;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Joaquin Susvielles;32;jueves, 28 de febrero de 1991;Primera Division;2023;Forward;Barracas Central;181;32;149;Argentina;12;0;0;0;0;0;0;0;43.57;2;1
Joaquin Varela Romero;25;Sabado, 27 de junio de 1998;Primera Division;2023;Defender;Instituto;233;53;180;Uruguay;6;2;0;0;0;0;0;0;24.72;4;1
Joel Gonzalez;21;martes, 13 de agosto de 2002;Primera Division;2023;Forward;Independiente;0;0;0;Argentina;0;0;0;0;0;0;0;0;0;0;0
Joel Soñora;26;domingo, 15 de septiembre de 1996;Primera Division;2023;Midfielder;Huracan;71;63;8;USA;2;0;0;0;0;0;0;0;58.31;1;0
Johan Stiven Carbonero Balanta;24;martes, 20 de julio de 1999;Primera Division;2023;Forward;Racing Club;454;287;167;Colombia;7;0;0;0;0;3;0;0;25.77;5;0
Jonatan Gomez;33;jueves, 21 de diciembre de 1989;Primera Division;2023;Midfielder;Racing Club;1592;798;794;Argentina;26;2;1;0;0;5;0;0.06;38.10;17;1
Jonatan Maidana;38;lunes, 29 de julio de 1985;Primera Division;2023;Defender;River Plate;454;90;364;Argentina;6;0;0;0;0;1;0;0;50.55;4;4
Jonathan Beron;21;domingo, 09 de junio de 2002;Primera Division;2023;Forward;Defensa y Justicia;64;8;56;Argentina;2;0;0;0;0;1;0;0;0.00;0;0
Jonathan Dellarossa;23;martes, 18 de enero de 2000;Primera Division;2023;Midfielder;Instituto;8;8;0;Argentina;1;0;0;0;0;0;0;0;0.00;0;0
Jonathan Diego Menendez;29;Sabado, 05 de marzo de 1994;Primera Division;2023;Forward;Newell's Old Boys;374;101;273;Argentina;7;0;0;0;0;0;0;0;21.42;5;0
