full_name;name;last_name;current_club;nationality;goals_overall;assists_overall
Guilherme Sousa Carvalho Fernandes;Guilherme;Sousa Carvalho Fernandes;Real Betis;Portugal;0;0
Hamari Traore;Hamari;Traore;Real Sociedad;Mali;0;1
Hector Bellerin;Hector;Bellerin;Real Betis;Spain;0;0
Houboulang Mendes;Houboulang;Mendes;Almeria;France;0;0
Hugo Duro;Hugo;Duro;Valencia CF;Spain;1;1
Hugo GonzAlez Sotos;Hugo;GonzAlez Sotos;Valencia CF;Spain;0;0
Hugo Guillamin;Hugo;Guillamin;Valencia CF;Spain;0;0
Hugo Sotelo;Hugo;Sotelo;Celta de Vigo;Spain;0;0
iago Aspas;iago;Aspas;Celta de Vigo;Spain;0;1
ianis Hagi;ianis;Hagi;Deportivo Alaves;Romania;0;0
Ibrahima Kebe;Ibrahima;Kebe;Girona FC;Mali;0;0
Ibrahima Kone;Ibrahima;Kone;Almeria;Mali;0;0
Iddrisu Baba;Iddrisu;Baba;Almeria;Ghana;0;0
Ignasi Miquel i Pons;Ignasi;Miquel i Pons;Granada CF;Spain;0;0
Igor Zubeldia;Igor;Zubeldia;Real Sociedad;Spain;0;0
Iker Almena Horcajo;Iker;Almena Horcajo;Girona FC;Spain;0;0
Iker Muniain;Iker;Muniain;Athletic Club Bilbao;Spain;0;0
Iker Muñoz;Iker;Muñoz;CA Osasuna;Spain;0;0
Ilias Akhomach Chakkour;Ilias;Akhomach Chakkour;Villarreal;Spain;0;0
Ilias Kostis;Ilias;Kostis;Atletico Madrid;Cyprus;0;0
Alkay Gundogan;Alkay;Gundogan;FC Barcelona;Germany;0;2
Imanol Garcia de Alboniz Crecente;Imanol;Garcia de Alboniz Crecente;Athletic Club Bilbao;Spain;0;0
Iñaki GonzAlez Zambrano;Iñaki;GonzAlez Zambrano;UD Las Palmas;Spain;0;0
Iñaki Peza;Iñaki;Peza;FC Barcelona;Spain;0;0
Iñaki Williams;Iñaki;Williams;Athletic Club Bilbao;Ghana;1;1
ligo Lekue;ligo;Lekue;Athletic Club Bilbao;Spain;0;0
Iñigo Martiez;Iñigo;Martiez;FC Barcelona;Spain;0;0
ligo Ruiz de Galarreta;ligo;Ruiz de Galarreta;Athletic Club Bilbao;Spain;0;0
Isaac Carcelen;Isaac;Carcelen;Cadiz;Spain;0;0
Isco;Isco;;Real Betis;Spain;1;0
Isi Palazin;Isi;Palazin;Rayo Vallecano;Spain;1;0
IvAn Alejo;IvAn;Alejo;Cadiz;Spain;0;0
IvAn Balliu;IvAn;Balliu;Rayo Vallecano;Albania;0;0
IvAn Cuellar;IvAn;Cuellar;RCD Mallorca;Spain;0;0
IvAn Marti;IvAn;Marti;Girona FC;Spain;0;0
Ivan Rakitic;Ivan;Rakitic;Sevilla FC;Croatia;0;0
IvAn Villar;IvAn;Villar;Celta de Vigo;Spain;0;0
Ivo Grbic;Ivo;Grbic;Atletico Madrid;Croatia;0;0
Jaime Mata;Jaime;Mata;Getafe CF;Spain;0;0
Jan Oblak;Jan;Oblak;Atletico Madrid;Slovenia;0;0
Jaume Costa;Jaume;Costa;RCD Mallorca;Spain;0;0
Jaume Domenech;Jaume;Domenech;Valencia CF;Spain;0;0
Javi GalAn;Javi;GalAn;Atletico Madrid;Spain;0;0
Javi HernAndez;Javi;HernAndez;Cadiz;Spain;0;1
Javi Martiez;Javi;Martiez;CA Osasuna;Spain;0;0
Javier Guerra;Javier;Guerra;Valencia CF;Spain;1;0
Javier Lopez Carballo;Javier;Lopez Carballo;Deportivo Alaves;Spain;0;0
Javier Martin Ansi;Javier;Martin Ansi;Athletic Club Bilbao;Spain;0;0
Javier Muñoz Jimenez;Javier;Muñoz Jimenez;UD Las Palmas;Spain;0;0
JeremAa Ledesma;JeremAa;Ledesma;Cadiz;Argentina;0;0
Jesus Areso Blanco;Jesus;Areso Blanco;CA Osasuna;Spain;0;1
Jesus Corona;Jesus;Corona;Sevilla FC;Mexico;0;0
Jesus LAzaro Owono Ngua Akeng;Jesus;LAzaro Owono Ngua Akeng;Deportivo Alaves;Equatorial Guinea;0;0
Jesus Navas;Jesus;Navas;Sevilla FC;Spain;0;0
Jesus Vallejo;Jesus;Vallejo;Granada CF;Spain;0;0
Jesus VAzquez;Jesus;VAzquez;Valencia CF;Spain;0;0
Jhon Sola;Jhon;Sola;Girona FC;Colombia;0;0
Joan JordAn;Joan;JordAn;Sevilla FC;Spain;0;0
Joao Cancelo;Joao;Cancelo;FC Barcelona;Portugal;0;0
Joao Felix;Joao;Felix;FC Barcelona;Portugal;0;0
Johan Mojica;Johan;Mojica;CA Osasuna;Colombia;0;0
Jon Ander Olasagasti;Jon;Ander Olasagasti;Real Sociedad;Spain;0;0
Jon Guridi Aldalur;Jon;Guridi Aldalur;Deportivo Alaves;Spain;0;2
Jon Karrikaburu;Jon;Karrikaburu;Deportivo Alaves;Spain;0;0
Jon Moncayola;Jon;Moncayola;CA Osasuna;Spain;0;0
Jon Pacheco;Jon;Pacheco;Real Sociedad;Spain;0;0
Jonathan Bamba;Jonathan;Bamba;Celta de Vigo;France;0;0
Jonathan Viera;Jonathan;Viera;UD Las Palmas;Spain;1;0
Jorge Carrillo Balea;Jorge;Carrillo Balea;Celta de Vigo;Spain;0;0
Jorge Cuenca;Jorge;Cuenca;Villarreal;Spain;1;0
Jorge De Frutos SebastiAn;Jorge;De Frutos SebastiAn;Rayo Vallecano;Spain;0;0
Jorge Herrando;Jorge;Herrando;CA Osasuna;Spain;0;0
Jorge Mero;Jorge;Mero;Cadiz;Spain;0;0
Jorge Moreno San Vidal;Jorge;Moreno San Vidal;Rayo Vallecano;Spain;0;0
Jorge Resurreccion Merodio;Jorge;Resurreccion Merodio;Atletico Madrid;Spain;0;0
Jose Alejandro SuArez SuArez;Jose;Alejandro SuArez SuArez;UD Las Palmas;Spain;0;0
Jose Angel Carmona;Jose;Angel Carmona;Getafe CF;Spain;0;0
Jose Angel Pozo;Jose;Angel Pozo;Rayo Vallecano;Spain;0;0
Jose Antonio de la Rosa;Jose;Antonio de la Rosa;Cadiz;Spain;0;0
Jose Antonio Rodriguez Diaz;Jose;Antonio Rodriguez Diaz;Granada CF;Spain;0;1
Jose Callejon;Jose;Callejon;Granada CF;Spain;0;1
Jose David Alvarez Adsuar;Jose;David Alvarez Adsuar;Deportivo Alaves;Spain;0;0
Jose Gayo;Jose;Gayo;Valencia CF;Spain;0;0
Jose Luis Garcia VayA;Jose;Luis Garcia VayA;Valencia CF;Spain;1;0
Jose Luis Morales;Jose;Luis Morales;Villarreal;Spain;0;0
Jose Manuel Arnaiz Diaz;Jose;Manuel Arnaiz Diaz;CA Osasuna;Spain;0;0
Jose Manuel Copete;Jose;Manuel Copete;RCD Mallorca;Spain;0;0
Jose Maria Marti-Bejarano Serrano;Jose;Maria Marti-Bejarano Serrano;Cadiz;Spain;0;0
Joseba Zaldia;Joseba;Zaldia;Cadiz;Spain;0;0
Joselu;Joselu;;Real Madrid;Spain;1;1
Joseph Aidoo;Joseph;Aidoo;Celta de Vigo;Ghana;0;0
Juan Brandariz Movilla;Juan;Brandariz Movilla;Almeria;Spain;0;0
Juan Carlos Marti Corral;Juan;Carlos Marti Corral;Girona FC;Spain;0;0
Juan Cruz;Juan;Cruz;CA Osasuna;Spain;0;0
Juan Cruz;Juan;Cruz;Real Betis;Spain;0;0
Juan Foyth;Juan;Foyth;Villarreal;Argentina;1;0
Juan Herzog;Juan;Herzog;UD Las Palmas;Spain;0;0
Juan Iglesias;Juan;Iglesias;Getafe CF;Spain;0;0
Juan Luis SAnchez Velasco;Juan;Luis SAnchez Velasco;Sevilla FC;Spain;0;0
Juan Miranda;Juan;Miranda;Real Betis;Spain;0;0
Juan Pedro Ramirez Lopez;Juan;Pedro Ramirez Lopez;Girona FC;Spain;0;0
Juanmi Latasa;Juanmi;Latasa;Getafe CF;Spain;0;0
Jude Bellingham;Jude;Bellingham;Real Madrid;England;5;1
Julen Agirrezabala;Julen;Agirrezabala;Athletic Club Bilbao;Spain;0;0
Jules Kounde;Jules;Kounde;FC Barcelona;France;1;0
Julian Araujo;Julian;Araujo;UD Las Palmas;Mexico;0;0
Jargen Strand Larsen;Jargen;Strand Larsen;Celta de Vigo;Norway;1;0
Kaiky Fernandes;Kaiky;Fernandes;Almeria;Brazil;1;0
Kepa Arrizabalaga;Kepa;Arrizabalaga;Real Madrid;Spain;0;0
Kevin VAzquez;Kevin;VAzquez;Celta de Vigo;Spain;0;0
Kieran Tierney;Kieran;Tierney;Real Sociedad;Scotland;0;0
Kike Barja;Kike;Barja;CA Osasuna;Spain;0;0
Kike Garcia;Kike;Garcia;Deportivo Alaves;Spain;2;0
Kike Perez;Kike;Perez;Rayo Vallecano;Spain;0;0
Kike Salas;Kike;Salas;Sevilla FC;Spain;0;0
Kiko Femenia;Kiko;Femenia;Villarreal;Spain;0;0
Kirian RodrAiguez Concepcion;Kirian;RodrAiguez Concepcion;UD Las Palmas;Spain;0;0
Lamine Yamal;Lamine;Yamal;FC Barcelona;Spain;0;1
Largie Ramazani;Largie;Ramazani;Almeria;Belgium;0;1
LAzaro Vinicius Marques;LAzaro;Vinicius Marques;Almeria;Brazil;0;0
Lako Baptisteo;Lako;Baptisteo;Almeria;Brazil;0;0
Loe  Bade;Loe; Bade;Sevilla FC;France;0;0
Luca de la Torre;Luca;de la Torre;Celta de Vigo;USA;0;0
Lucas Boye;Lucas;Boye;Granada CF;Argentina;1;0
Lucas Cañizares;Lucas;Cañizares;Real Madrid;Spain;0;0
Lucas Ocampos;Lucas;Ocampos;Sevilla FC;Argentina;0;1
Lucas Pires Silva;Lucas;Pires Silva;Cadiz;Brazil;0;0
Lucas Robertone;Lucas;Robertone;Almeria;Argentina;0;1
Lucas Torre;Lucas;Torre;CA Osasuna;Spain;0;0
Lucas VAzquez;Lucas;VAzquez;Real Madrid;Spain;0;0
Luis HernAndez;Luis;HernAndez;Cadiz;Spain;1;0
Luis Jesus Rioja GonzAlez;Luis;Jesus Rioja GonzAlez;Deportivo Alaves;Spain;1;2
Lua Maximiano;Lua;Maximiano;Almeria;Portugal;0;0
Luis SuArez;Luis;SuArez;Almeria;Colombia;0;0
Luka Modric;Luka;Modric;Real Madrid;Croatia;0;0
Malcom Adu Ares;Malcom;Adu Ares;Athletic Club Bilbao;Spain;0;0
Mamadou Selu Diallo Diallo;Mamadou;Selu Diallo Diallo;Deportivo Alaves;Spain;0;0
Mamadou Sylla Diallo;Mamadou;Sylla Diallo;Deportivo Alaves;Senegal;0;0
Manu Bueno;Manu;Bueno;Sevilla FC;Spain;0;0
Manu Morlanes;Manu;Morlanes;RCD Mallorca;Spain;0;0
Manu SAnchez;Manu;SAnchez;Celta de Vigo;Spain;0;1
Manu Trigueros;Manu;Trigueros;Villarreal;Spain;0;0
Manu Vallejo;Manu;Vallejo;Girona FC;Spain;0;0
Marc Bartra;Marc;Bartra;Real Betis;Spain;0;0
Marc Cardona Rovira;Marc;Cardona Rovira;UD Las Palmas;Spain;0;0
Marc Casade;Marc;Casade;FC Barcelona;Spain;0;0
Marc Pubill Pages;Marc;Pubill Pages;Almeria;Spain;0;0
Marc Roca;Marc;Roca;Real Betis;Spain;0;0
Marc-Andre ter Stegen;Marc-Andre;ter Stegen;FC Barcelona;Germany;0;0
Marcos Acuña;Marcos;Acuña;Sevilla FC;Argentina;0;0
Marcos Alonso;Marcos;Alonso;FC Barcelona;Spain;0;0
Marcos Llorente;Marcos;Llorente;Atletico Madrid;Spain;2;0
Mario Dominguez;Mario;Dominguez;Valencia CF;Spain;0;0
Mario GonzAlez Bravo;Mario;GonzAlez Bravo;Granada CF;Spain;0;0
Mario Hermoso;Mario;Hermoso;Atletico Madrid;Spain;0;0
Marko Dmitrovic;Marko;Dmitrovic;Sevilla FC;Serbia;0;0
Marko Milovanovic;Marko;Milovanovic;Almeria;Serbia;0;0
Marti Pascual Castillo;Marti;Pascual Castillo;Rayo Vallecano;Spain;0;0
Marti Tejen Fauli;Marti;Tejen Fauli;Valencia CF;Spain;0;0
Martin Valjent;Martin;Valjent;RCD Mallorca;Slovakia;0;0
Marti Zubimendi;Marti;Zubimendi;Real Sociedad;Spain;1;0
Matia Airbol;Matia;Airbol;Sevilla FC;Spain;0;0
Matija Nastasic;Matija;Nastasic;RCD Mallorca;Serbia;0;0
Matteo Gabbia;Matteo;Gabbia;Villarreal;Italy;0;0
Mauro Arambarri;Mauro;Arambarri;Getafe CF;Uruguay;0;0
Maxi Gomez;Maxi;Gomez;Cadiz;Uruguay;0;0
MAximo Perrone;MAximo;Perrone;UD Las Palmas;Argentina;0;0
Memphis Depay;Memphis;Depay;Atletico Madrid;Netherlands;2;0
Miguel Angel Morro;Miguel;Angel Morro;Rayo Vallecano;Spain;0;0
Miguel Angel Rubio Lestan;Miguel;Angel Rubio Lestan;Granada CF;Spain;1;0
Miguel De La Fuente Escudero;Miguel;De La Fuente Escudero;Deportivo Alaves;Spain;0;0
Miguel Gutierrez;Miguel;Gutierrez;Girona FC;Spain;0;1
Miguel RodrAiguez;Miguel;RodrAiguez;Celta de Vigo;Spain;0;0
Mika MArmol Medina;Mika;MArmol Medina;UD Las Palmas;Spain;0;0
Mikel Merino;Mikel;Merino;Real Sociedad;Spain;0;0
Mikel Oyarzabal;Mikel;Oyarzabal;Real Sociedad;Spain;0;1
Mikel Vesga;Mikel;Vesga;Athletic Club Bilbao;Spain;2;0
Milutin Osmajic;Milutin;Osmajic;Cadiz;Montenegro;0;0
Mohamed-Ali Cho;Mohamed-Ali;Cho;Real Sociedad;France;0;0
Moi Gomez;Moi;Gomez;CA Osasuna;Spain;1;0
Momo Mbaye;Momo;Mbaye;Cadiz;Senegal;0;0
Mouctar Diakhaby;Mouctar;Diakhaby;Valencia CF;France;1;0
Munir El Haddadi;Munir;El Haddadi;UD Las Palmas;Morocco;0;0
Myrto Uzuni;Myrto;Uzuni;Granada CF;Albania;1;0
Nacho Fernandez;Nacho;Fernandez;Real Madrid;Spain;0;0
Nacho Vidal;Nacho;Vidal;CA Osasuna;Spain;1;0
Nahuel Molina;Nahuel;Molina;Atletico Madrid;Argentina;1;0
Nahuel Tenaglia;Nahuel;Tenaglia;Deportivo Alaves;Argentina;0;0
Nemanja Gudelj;Nemanja;Gudelj;Sevilla FC;Serbia;1;0
Nemanja Maksimovic;Nemanja;Maksimovic;Getafe CF;Serbia;0;0
Nico Paz;Nico;Paz;Real Madrid;Argentina;0;0
Nico Williams;Nico;Williams;Athletic Club Bilbao;Spain;0;2
Nikola Marae;Nikola;Marae;Deportivo Alaves;Serbia;0;0
Njego Petrovic;Njego;Petrovic;Granada CF;Serbia;0;0
Oihan Sancet;Oihan;Sancet;Athletic Club Bilbao;Spain;0;0
Aliver Torres;Aliver;Torres;Sevilla FC;Spain;0;0
Omar Alderete;Omar;Alderete;Getafe CF;Paraguay;0;0
Omar Mascarell;Omar;Mascarell;RCD Mallorca;Spain;0;0
Omenuke MFulu;Omenuke;MFulu;UD Las Palmas;Congo DR;0;0
Oriol Romeu;Oriol;Romeu;FC Barcelona;Spain;0;0
Ascar de Marcos;Ascar;de Marcos;Athletic Club Bilbao;Spain;0;0
Ascar Melendo Jimenez;Ascar;Melendo Jimenez;Granada CF;Spain;0;0
Ascar Mingueza;Ascar;Mingueza;Celta de Vigo;Spain;1;0
Ascar Trejo;Ascar;Trejo;Rayo Vallecano;Argentina;0;0
Ascar Valenti;Ascar;Valenti;Rayo Vallecano;Spain;0;0
Pablo Barrios;Pablo;Barrios;Atletico Madrid;Spain;0;0
Pablo Gozalbez Gilabert;Pablo;Gozalbez Gilabert;Valencia CF;Spain;0;0
Pablo Ibñez;Pablo;Ibñez;CA Osasuna;Spain;0;0
Pablo Maffeo;Pablo;Maffeo;RCD Mallorca;Spain;0;0
Pablo Mari;Pablo;Mari;Real Sociedad;Spain;0;0
Pablo Muñoz;Pablo;Muñoz;Rayo Vallecano;Spain;0;0
Pablo Torre;Pablo;Torre;Girona FC;Spain;0;0
Pablo Valencia;Pablo;Valencia;CA Osasuna;Spain;0;0
Papu Gomez;Papu;Gomez;Sevilla FC;Argentina;0;0
Pathe  Ciss;Pathe; Ciss;Rayo Vallecano;Senegal;1;0
Pau Cubarsao Paredes;Pau;Cubarsao Paredes;FC Barcelona;Spain;0;0
Paul Akouokou;Paul;Akouokou;Real Betis;Ivory Coast;0;0
Paulo Gazzaniga;Paulo;Gazzaniga;Girona FC;Argentina;0;0
Pedri;Pedri;;FC Barcelona;Spain;1;0
Pep Chavarria;Pep;Chavarria;Rayo Vallecano;Spain;0;0
Pepe Reina;Pepe;Reina;Villarreal;Spain;0;0
Pere Garcia;Pere;Garcia;RCD Mallorca;Spain;0;0
Peru Nolaskoain;Peru;Nolaskoain;Athletic Club Bilbao;Spain;0;0
Predrag Rajkovic;Predrag;Rajkovic;RCD Mallorca;Serbia;0;0
Radamel Falcao;Radamel;Falcao;Rayo Vallecano;Colombia;0;0
Rafa Mir;Rafa;Mir;Sevilla FC;Spain;1;0
Rafael Jimenez Jarque;Rafael;Jimenez Jarque;Cadiz;Spain;0;0
Rafael Mari Zamora;Rafael;Mari Zamora;Deportivo Alaves;Spain;0;0
Ramon Terrats;Ramon;Terrats;Villarreal;Spain;0;0
Randy Ntekja;Randy;Ntekja;Rayo Vallecano;France;1;0
Raphinha;Raphinha;;FC Barcelona;Brazil;0;0
Raul Albiol;Raul;Albiol;Villarreal;Spain;0;0
Raul de TomAs;Raul;de TomAs;Rayo Vallecano;Spain;0;1
Raul FernAndez;Raul;FernAndez;Granada CF;Spain;0;0
Raul Garcia;Raul;Garcia;Celta de Vigo;Spain;0;0
Raul Garcia;Raul;Garcia;Athletic Club Bilbao;Spain;0;0
Raul Garcia de Haro;Raul;Garcia de Haro;CA Osasuna;Spain;0;0
Renato Tapia;Renato;Tapia;Celta de Vigo;Peru;0;0
Ricard SAnchez Sendra;Ricard;SAnchez Sendra;Granada CF;Spain;0;0
Robert Lewandowski;Robert;Lewandowski;FC Barcelona;Poland;2;1
Robert Navarro;Robert;Navarro;Real Sociedad;Spain;0;0
Robin Le Normand;Robin;Le Normand;Real Sociedad;France;0;0
Rodri;Rodri;;Real Betis;Spain;0;0
Rodrigo De Paul;Rodrigo;De Paul;Atletico Madrid;Argentina;0;2
Rodrigo Riquelme;Rodrigo;Riquelme;Atletico Madrid;Spain;0;0
Rodrygo;Rodrygo;;Real Madrid;Brazil;1;0
Roger Martins;Roger;Martins;Cadiz;Spain;0;0
Roman Yaremchuk;Roman;Yaremchuk;Valencia CF;Ukraine;0;0
Ronald Araujo;Ronald;Araujo;FC Barcelona;Uruguay;0;0
Ruben Alcaraz;Ruben;Alcaraz;Cadiz;Spain;0;0
Ruben Duarte;Ruben;Duarte;Deportivo Alaves;Spain;1;0
Ruben Garcia;Ruben;Garcia;CA Osasuna;Spain;1;0
Ruben Iranzo;Ruben;Iranzo;Valencia CF;Spain;0;0
Ruben Peña;Ruben;Peña;CA Osasuna;Spain;0;0
Ruben Quintanilla;Ruben;Quintanilla;RCD Mallorca;Spain;0;0
Ruben Sobrino;Ruben;Sobrino;Cadiz;Spain;0;0
Rui Silva;Rui;Silva;Real Betis;Portugal;0;0
Salvador SAnchez Ponce;Salvador;SAnchez Ponce;Rayo Vallecano;Spain;0;0
Samu Costa;Samu;Costa;RCD Mallorca;Portugal;1;0
Samuel Lino;Samuel;Lino;Atletico Madrid;Brazil;0;0
Sandro Ramirez;Sandro;Ramirez;UD Las Palmas;Spain;0;0
Santi Comesaña;Santi;Comesaña;Villarreal;Spain;0;0
Santi Garcia;Santi;Garcia;Getafe CF;Spain;0;0
Santiago Bueno;Santiago;Bueno;Girona FC;Uruguay;0;0
Saul Basilio Coco-Bassey Oubiua;Saul;Basilio Coco-Bassey Oubiua;UD Las Palmas;Equatorial Guinea;0;0
Saul Aranguez;Saul;Aranguez;Atletico Madrid;Spain;0;1
SAvio;SAvio;;Girona FC;Brazil;0;1
Selim Amallah;Selim;Amallah;Valencia CF;Belgium;0;0
Sergi Altimira Clavell;Sergi;Altimira Clavell;Real Betis;Spain;0;0
Sergi Canos;Sergi;Canos;Valencia CF;Spain;0;0
Sergi Cardona Bermudez;Sergi;Cardona Bermudez;UD Las Palmas;Spain;0;0
Sergi Darder;Sergi;Darder;RCD Mallorca;Spain;0;1
Sergi Roberto;Sergi;Roberto;FC Barcelona;Spain;0;0
Sergio Akieme;Sergio;Akieme;Almeria;Spain;1;0
Sergio Arribas;Sergio;Arribas;Almeria;Spain;2;0
Sergio Camello;Sergio;Camello;Rayo Vallecano;Spain;0;0
Sergio Herrera;Sergio;Herrera;CA Osasuna;Spain;0;0
Sergio Ruiz Alonso;Sergio;Ruiz Alonso;Granada CF;Spain;0;0
Siebe Van der Heyden;Siebe;Van der Heyden;RCD Mallorca;Belgium;0;0
Silvi Clua Oya;Silvi;Clua Oya;Girona FC;Spain;0;0
Sory Kaba;Sory;Kaba;UD Las Palmas;Guinea;0;0
Sroan Babic;Sroan;Babic;Almeria;Serbia;0;0
Stefan Mitrovic;Stefan;Mitrovic;Getafe CF;Serbia;0;0
Stefan Savic;Stefan;Savic;Atletico Madrid;Montenegro;0;0
Stole Dimitrievski;Stole;Dimitrievski;Rayo Vallecano;FYR Macedonia;0;0
Suso;Suso;;Sevilla FC;Spain;0;1
Takefusa Kubo;Takefusa;Kubo;Real Sociedad;Japan;3;1
Thierry Correia;Thierry;Correia;Valencia CF;Portugal;0;0
Thomas Lemar;Thomas;Lemar;Atletico Madrid;France;0;0
Tiago Manuel Dias Correia;Tiago;Manuel Dias Correia;Rayo Vallecano;Cape Verde;0;0
Toni Fuidias;Toni;Fuidias;Girona FC;Spain;0;0
Toni Kroos;Toni;Kroos;Real Madrid;Germany;0;1
Toni Lato;Toni;Lato;RCD Mallorca;Spain;0;1
Umar Sadiq;Umar;Sadiq;Real Sociedad;Nigeria;0;0
Unai Egueluz Arroyo;Unai;Egueluz Arroyo;Athletic Club Bilbao;Spain;0;0
Unai Garcia;Unai;Garcia;CA Osasuna;Spain;0;0
Unai Gomez Etxebarria;Unai;Gomez Etxebarria;Athletic Club Bilbao;Spain;1;0
Unai Lopez;Unai;Lopez;Rayo Vallecano;Spain;0;1
Unai Marrero;Unai;Marrero;Real Sociedad;Spain;0;0
Unai Nuñez;Unai;Nuñez;Celta de Vigo;Spain;1;0
Unai Simon;Unai;Simon;Athletic Club Bilbao;Spain;0;0
Urko GonzAlez;Urko;GonzAlez;Real Sociedad;Spain;0;0
Valery FernAndez;Valery;FernAndez;Girona FC;Spain;0;0
Vedat Muriqi;Vedat;Muriqi;RCD Mallorca;Kosovo;0;0
Victor David Diaz Miguel;Victor;David Diaz Miguel;Granada CF;Spain;0;0
Viktor Tsygankov;Viktor;Tsygankov;Girona FC;Ukraine;0;1
Vinicius Junior;Vinicius;Junior;Real Madrid;Brazil;1;0
Willian Jose;Willian;Jose;Real Betis;Brazil;3;0
Williot Swedberg;Williot;Swedberg;Celta de Vigo;Sweden;1;0
Wilson ManafA;Wilson;ManafA;Granada CF;Portugal;0;0
Xeber Alkain Mitxelena;Xeber;Alkain Mitxelena;Deportivo Alaves;Spain;0;0
Yan Couto;Yan;Couto;Girona FC;Brazil;0;1
Yangel Herrera;Yangel;Herrera;Girona FC;Venezuela;2;0
Yannick Carrasco;Yannick;Carrasco;Atletico Madrid;Belgium;0;1
Yassine Bounou;Yassine;Bounou;Sevilla FC;Morocco;0;0
Yeremy Pino;Yeremy;Pino;Villarreal;Spain;0;0
Youssef En-Nesyri;Youssef;En-Nesyri;Sevilla FC;Morocco;1;0
Youssouf Sabaly;Youssouf;Sabaly;Real Betis;Senegal;0;1
Yuri Berchiche;Yuri;Berchiche;Athletic Club Bilbao;Spain;0;0
Arjan Nyland;Arjan;Nyland;Sevilla FC;Norway;0;0
Aaron Martins;Aaron;Martins;Genoa;Spain;0;0
Abdelhamid Sabiri;Abdelhamid;Sabiri;Fiorentina;Morocco;0;0
Abdou Harroui;Abdou;Harroui;Frosinone;Morocco;2;0
Adam Marui;Adam;Marui;Lazio;Montenegro;0;0
Adam Obert;Adam;Obert;Cagliari;Slovakia;0;0
Ademola Lookman;Ademola;Lookman;Atalanta;England;0;0
Adrien Rabiot;Adrien;Rabiot;Juventus;France;1;0
Adrien Tameze;Adrien;Tameze;Torino;France;0;0
Agusti Martegani;Agusti;Martegani;Salernitana;Argentina;0;0
Ahmed Touba;Ahmed;Touba;Lecce;Algeria;0;0
Albert Gudmundsson;Albert;Gudmundsson;Genoa;Iceland;0;0
Alberto Dossena;Alberto;Dossena;Cagliari;Italy;0;0
Alberto Grassi;Alberto;Grassi;Empoli;Italy;0;0
Aleksandar Stankovic;Aleksandar;Stankovic;Inter Milan;Serbia;0;0
Aleksandr Kokorin;Aleksandr;Kokorin;Fiorentina;Russia;0;0
Alessandro Bastoni;Alessandro;Bastoni;Inter Milan;Italy;0;0
Alessandro Berardi;Alessandro;Berardi;Hellas Verona;Italy;0;0
Alessandro Buongiorno;Alessandro;Buongiorno;Torino;Italy;0;0
Alessandro Calligaris;Alessandro;Calligaris;Inter Milan;Italy;0;0
Alessandro Deiola;Alessandro;Deiola;Cagliari;Italy;0;0
Alessandro Di Pardo;Alessandro;Di Pardo;Cagliari;Italy;0;0
Alessandro Florenzi;Alessandro;Florenzi;AC Milan;Italy;0;0
Alessandro Sorrentino;Alessandro;Sorrentino;Monza;Italy;0;0
Alessandro Zanoli;Alessandro;Zanoli;Napoli;Italy;0;0
Alessio Cragno;Alessio;Cragno;Sassuolo;Italy;0;0
Alessio Furlanetto;Alessio;Furlanetto;Lazio;Italy;0;0
Alessio Romagnoli;Alessio;Romagnoli;Lazio;Italy;0;0
Alessio Zerbin;Alessio;Zerbin;Napoli;Italy;0;0
Alex Meret;Alex;Meret;Napoli;Italy;0;0
Alex Sandro;Alex;Sandro;Juventus;Brazil;0;0
Alexandru Gabriel Borbei;Alexandru;Gabriel Borbei;Lecce;Romania;0;0
Alexis Blin;Alexis;Blin;Lecce;France;0;0
Alfred Duncan;Alfred;Duncan;Fiorentina;Ghana;1;1
Ali Dembele;Ali;Dembele;Torino;France;0;0
Amadou Makhtarlayi Sarr;Amadou;Makhtarlayi Sarr;Inter Milan;Italy;0;0
Amir Rrahmani;Amir;Rrahmani;Napoli;Kosovo;0;0
Andrea Frank Zambo Anguissa;Andrea;Frank Zambo Anguissa;Napoli;Cameroon;0;0
Andrea Belotti;Andrea;Belotti;Roma;Italy;2;0
Andrea Cambiaso;Andrea;Cambiaso;Juventus;Italy;0;1
Andrea Carboni;Andrea;Carboni;Monza;Italy;0;0
