id_jugador;full_name;name;last_name;age;birthday_GMT;position_campo;current_club;nationality
2075;Mathias Jargensen;Mathias;Jargensen;33;NULL;Defender;Brentford;Denmark
2076;Matt Doherty;Matt;Doherty;31;NULL;Defender;Wolverhampton Wanderers;Republic of Ireland
2077;Matt Ritchie;Matt;Ritchie;33;NULL;Midfielder;Newcastle United;Scotland
2078;Matt Targett;Matt;Targett;27;NULL;Defender;Newcastle United;England
2079;Matt Turner;Matt;Turner;29;NULL;Goalkeeper;Nottingham Forest;USA
2080;Matty Cash;Matty;Cash;26;NULL;Defender;Aston Villa;Poland
2081;Max Kilman;Max;Kilman;26;NULL;Defender;Wolverhampton Wanderers;England
2082;Max Lowe;Max;Lowe;26;NULL;Defender;Sheffield United;England
2083;Maximillian James Aarons;Maximillian;James Aarons;23;NULL;Midfielder;AFC Bournemouth;England
2084;MAximo Perrone;MAximo;Perrone;20;NULL;Midfielder;Manchester City;Argentina
2085;Maxwel Cornet;Maxwel;Cornet;26;NULL;Forward;West Ham United;Ivory Coast
2086;Michael Keane;Michael;Keane;30;NULL;Defender;Everton;England
2087;Michail Antonio;Michail;Antonio;33;NULL;Forward;West Ham United;Jamaica
2088;Mickey van de Ven;Mickey;van de Ven;22;NULL;Defender;Tottenham Hotspur;Netherlands
2089;Miguel Almiron;Miguel;Almiron;29;NULL;Midfielder;Newcastle United;Paraguay
2090;Mikkel Damsgaard;Mikkel;Damsgaard;23;NULL;Midfielder;Brentford;Denmark
2091;Milos Kerkez;Milos;Kerkez;19;NULL;Defender;AFC Bournemouth;Hungary
2092;Mohamed Salah;Mohamed;Salah;31;NULL;Forward;Liverpool;Egypt
2093;Mohamed Zeki Amdouni;Mohamed;Zeki Amdouni;22;NULL;Forward;Burnley;Switzerland
2094;Mohammed Kudus;Mohammed;Kudus;23;NULL;Midfielder;West Ham United;Ghana
2095;Moises Caicedo;Moises;Caicedo;21;NULL;Midfielder;Chelsea;Ecuador
2096;Morgan Gibbs-White;Morgan;Gibbs-White;23;NULL;Midfielder;Nottingham Forest;England
2097;Moussa Diaby;Moussa;Diaby;24;NULL;Forward;Aston Villa;France
2098;Moussa Niakhate;Moussa;Niakhate;27;NULL;Defender;Nottingham Forest;Senegal
2099;Mykhailo Mudryk;Mykhailo;Mudryk;22;NULL;Midfielder;Chelsea;Ukraine
2100;Naouirou Ahamada;Naouirou;Ahamada;21;NULL;Midfielder;Crystal Palace;France
2101;Nathan Ake;Nathan;Ake;28;NULL;Defender;Manchester City;Netherlands
2102;Nathan Collins;Nathan;Collins;22;NULL;Defender;Brentford;Republic of Ireland
2103;Nathan Fraser;Nathan;Fraser;18;NULL;Forward;Wolverhampton Wanderers;Republic of Ireland
2104;Nathan Patterson;Nathan;Patterson;21;NULL;Defender;Everton;Scotland
2105;Nathan Redmond;Nathan;Redmond;29;NULL;Midfielder;Burnley;England
2106;Nathaniel Clyne;Nathaniel;Clyne;32;NULL;Defender;Crystal Palace;England
2107;Nayef Aguerd;Nayef;Aguerd;27;NULL;Defender;West Ham United;Morocco
2108;Neal Maupay;Neal;Maupay;27;NULL;Forward;Everton;France
2109;Neco Williams;Neco;Williams;22;NULL;Defender;Nottingham Forest;Wales
2110;NAï¿½lson Semedo;NAï¿½lson;Semedo;29;NULL;Defender;Wolverhampton Wanderers;Portugal
2111;Neto;Neto;;34;NULL;Goalkeeper;AFC Bournemouth;Brazil
2112;Nick Pope;Nick;Pope;31;NULL;Goalkeeper;Newcastle United;England
2113;Nicolas Jackson;Nicolas;Jackson;22;NULL;Forward;Chelsea;Senegal
2114;Nicolas Zaniolo;Nicolas;Zaniolo;24;NULL;Midfielder;Aston Villa;Italy
2115;Noni Madueke;Noni;Madueke;21;NULL;Forward;Chelsea;England
2116;Nuno Tavares;Nuno;Tavares;23;NULL;Defender;Nottingham Forest;Portugal
2117;Odsonne Adouard;Odsonne;Adouard;25;NULL;Forward;Crystal Palace;France
2118;Ola Aina;Ola;Aina;26;NULL;Defender;Nottingham Forest;Nigeria
2119;Oleksandr Zinchenko;Oleksandr;Zinchenko;26;NULL;Midfielder;Arsenal;Ukraine
2120;Oliver McBurnie;Oliver;McBurnie;27;NULL;Forward;Sheffield United;Scotland
2121;Oliver Norwood;Oliver;Norwood;32;NULL;Midfielder;Sheffield United;Northern Ireland
2122;Oliver Skipp;Oliver;Skipp;22;NULL;Midfielder;Tottenham Hotspur;England
2123;Oliwier Zych;Oliwier;Zych;19;NULL;Goalkeeper;Aston Villa;Poland
2124;Ollie Watkins;Ollie;Watkins;27;NULL;Forward;Aston Villa;England
2125;Orel Mangala;Orel;Mangala;25;NULL;Midfielder;Nottingham Forest;Belgium
2126;Oscar Bobb;Oscar;Bobb;20;NULL;Midfielder;Manchester City;Norway
2127;Pablo Fornals;Pablo;Fornals;27;NULL;Midfielder;West Ham United;Spain
2128;Pablo Sarabia;Pablo;Sarabia;31;NULL;Midfielder;Wolverhampton Wanderers;Spain
2129;Pape Matar Sarr;Pape;Matar Sarr;20;NULL;Midfielder;Tottenham Hotspur;Senegal
2130;Pascal Groyan;Pascal;Groyan;32;NULL;Midfielder;Brighton & Hove Albion;Germany
2131;Pau Torres;Pau;Torres;26;NULL;Defender;Aston Villa;Spain
2132;Pedro Neto;Pedro;Neto;23;NULL;Forward;Wolverhampton Wanderers;Portugal
2133;Pedro Porro;Pedro;Porro;23;NULL;Defender;Tottenham Hotspur;Spain
2134;Pelly Ruddock;Pelly;Ruddock;30;NULL;Midfielder;Luton Town;England
2135;Pervis Estupiï¿½an;Pervis;Estupiï¿½an;25;NULL;Defender;Brighton & Hove Albion;Ecuador
2136;Phil Foden;Phil;Foden;23;NULL;Midfielder;Manchester City;England
2137;Philip Billing;Philip;Billing;27;NULL;Midfielder;AFC Bournemouth;Denmark
2138;Philippe Coutinho;Philippe;Coutinho;31;NULL;Midfielder;Aston Villa;Brazil
2139;Pierre-Emile Hajbjerg;Pierre-Emile;Hajbjerg;28;NULL;Midfielder;Tottenham Hotspur;Denmark
2140;Radek Vaï¿½tek;Radek;Vaï¿½tek;19;NULL;Goalkeeper;Manchester United;Czech Republic
2141;Raheem Sterling;Raheem;Sterling;28;NULL;Forward;Chelsea;England
2142;Raphael Varane;Raphael;Varane;30;NULL;Defender;Manchester United;France
2143;Rasmus Hajlund;Rasmus;Hajlund;20;NULL;Forward;Manchester United;Denmark
2144;Raul Jimenez;Raul;Jimenez;32;NULL;Forward;Fulham;Mexico
2145;Rayan AtonNouri;Rayan;AtonNouri;22;NULL;Defender;Wolverhampton Wanderers;France
2146;Reece Burke;Reece;Burke;27;NULL;Defender;Luton Town;England
2147;Reece James;Reece;James;23;NULL;Defender;Chelsea;England
2148;Reiss Nelson;Reiss;Nelson;23;NULL;Forward;Arsenal;England
2149;Remi Matthews;Remi;Matthews;29;NULL;Goalkeeper;Crystal Palace;England
2150;Remo Freuler;Remo;Freuler;31;NULL;Midfielder;Nottingham Forest;Switzerland
2151;Richarlison;Richarlison;;26;NULL;Forward;Tottenham Hotspur;Brazil
2152;Rico Henry;Rico;Henry;26;NULL;Defender;Brentford;England
2153;Rico Lewis;Rico;Lewis;18;NULL;Defender;Manchester City;England
2154;Robert SAnchez;Robert;SAnchez;25;NULL;Goalkeeper;Chelsea;Spain
2155;Robin Olsen;Robin;Olsen;33;NULL;Goalkeeper;Aston Villa;Sweden
2156;Rodri;Rodri;;27;NULL;Midfielder;Manchester City;Spain
2157;Rodrigo Muniz;Rodrigo;Muniz;22;NULL;Forward;Fulham;Brazil
2158;Ross Barkley;Ross;Barkley;29;NULL;Midfielder;Luton Town;England
2159;RAï¿½ben Dias;RAï¿½ben;Dias;26;NULL;Defender;Manchester City;Portugal
2160;Ryan Christie;Ryan;Christie;28;NULL;Midfielder;AFC Bournemouth;Scotland
2161;Ryan Giles;Ryan;Giles;23;NULL;Midfielder;Luton Town;England
2162;Ryan Yates;Ryan;Yates;25;NULL;Midfielder;Nottingham Forest;England
2163;Said Benrahma;Said;Benrahma;28;NULL;Forward;West Ham United;Algeria
2164;Sam Johnstone;Sam;Johnstone;30;NULL;Goalkeeper;Crystal Palace;England
2165;Saman Ghoddos;Saman;Ghoddos;29;NULL;Forward;Brentford;Iran
2166;Sander Berge;Sander;Berge;25;NULL;Midfielder;Burnley;Norway
2167;Sandro Tonali;Sandro;Tonali;23;NULL;Midfielder;Newcastle United;Italy
2168;Sasa Kalajdzic;Sasa;Kalajdzic;26;NULL;Forward;Wolverhampton Wanderers;Austria
2169;Sasha Lukic;Sasha;Lukic;27;NULL;Midfielder;Fulham;Serbia
2170;Scott Carson;Scott;Carson;38;NULL;Goalkeeper;Manchester City;England
2171;Scott McKenna;Scott;McKenna;26;NULL;Defender;Nottingham Forest;Scotland
2172;Scott McTominay;Scott;McTominay;26;NULL;Midfielder;Manchester United;Scotland
2173;Sean Longstaff;Sean;Longstaff;25;NULL;Midfielder;Newcastle United;England
2174;Serge Aurier;Serge;Aurier;30;NULL;Defender;Nottingham Forest;Ivory Coast
2175;Sergio Gomez;Sergio;Gomez;23;NULL;Midfielder;Manchester City;Spain
2176;Sergio Reguilon;Sergio;Reguilon;26;NULL;Defender;Manchester United;Spain
2177;Shandon Baptiste;Shandon;Baptiste;25;NULL;Midfielder;Brentford;Grenada
2178;Simon Adingra;Simon;Adingra;21;NULL;Forward;Brighton & Hove Albion;Ivory Coast
2179;Solly March;Solly;March;29;NULL;Midfielder;Brighton & Hove Albion;England
2180;Stefan Bajcetic;Stefan;Bajcetic;18;NULL;Defender;Liverpool;Spain
2181;Stefan Ortega;Stefan;Ortega;30;NULL;Goalkeeper;Manchester City;Germany
2182;Steven Alzate;Steven;Alzate;24;NULL;Midfielder;Brighton & Hove Albion;Colombia
2183;Sven Botman;Sven;Botman;23;NULL;Defender;Newcastle United;Netherlands
2184;Tahith Chong;Tahith;Chong;23;NULL;Forward;Luton Town;Netherlands
2185;Taiwo Awoniyi;Taiwo;Awoniyi;26;NULL;Forward;Nottingham Forest;Nigeria
2186;Takehiro Tomiyasu;Takehiro;Tomiyasu;24;NULL;Defender;Arsenal;Japan
2187;Tariq Lamptey;Tariq;Lamptey;22;NULL;Defender;Brighton & Hove Albion;Ghana
2188;Thiago Silva;Thiago;Silva;38;NULL;Defender;Chelsea;Brazil
2189;Thilo Kehrer;Thilo;Kehrer;26;NULL;Defender;West Ham United;Germany
2190;Thomas Cannon;Thomas;Cannon;20;NULL;Forward;Everton;Republic of Ireland
2191;Thomas Kaminski;Thomas;Kaminski;30;NULL;Goalkeeper;Luton Town;Belgium
2192;Thomas Partey;Thomas;Partey;30;NULL;Midfielder;Arsenal;Ghana
2193;Thomas Strakosha;Thomas;Strakosha;28;NULL;Goalkeeper;Brentford;Albania
2194;Tim Krul;Tim;Krul;35;NULL;Goalkeeper;Luton Town;Netherlands
2195;Tim Ream;Tim;Ream;35;NULL;Defender;Fulham;USA
2196;Timothy Castagne;Timothy;Castagne;27;NULL;Defender;Fulham;Belgium
2197;Tom Cairney;Tom;Cairney;32;NULL;Midfielder;Fulham;Scotland
2198;Tom Davies;Tom;Davies;25;NULL;Midfielder;Sheffield United;England
2199;Tom Lockyer;Tom;Lockyer;28;NULL;Defender;Luton Town;Wales
2200;Tomas  Souek;Tomas; Souek;28;NULL;Midfielder;West Ham United;Czech Republic
2201;Tosin Adarabioyo;Tosin;Adarabioyo;25;NULL;Defender;Fulham;England
2202;Toti Gomes;Toti;Gomes;24;NULL;Defender;Wolverhampton Wanderers;Portugal
2203;Trent Alexander-Arnold;Trent;Alexander-Arnold;24;NULL;Defender;Liverpool;England
2204;Tyler Onyango;Tyler;Onyango;20;NULL;Midfielder;Everton;England
2205;Tyrese Francois;Tyrese;Francois;23;NULL;Midfielder;Fulham;Australia
2206;Tyrick Mitchell;Tyrick;Mitchell;24;NULL;Defender;Crystal Palace;England
2207;Tyrone Mings;Tyrone;Mings;30;NULL;Defender;Aston Villa;England
2208;Valentino Livramento;Valentino;Livramento;20;NULL;Defender;Newcastle United;England
2209;Victor Alexander da Silva;Victor;Alexander da Silva;24;NULL;Defender;Burnley;Brazil
2210;Victor Lindelaf;Victor;Lindelaf;29;NULL;Defender;Manchester United;Sweden
2211;Vinicius Souza;Vinicius;Souza;24;NULL;Midfielder;Sheffield United;Brazil
2212;Virgil van Dijk;Virgil;van Dijk;32;NULL;Defender;Liverpool;Netherlands
2213;Vitalii Mykolenko;Vitalii;Mykolenko;24;NULL;Defender;Everton;Ukraine
2214;Vitaly Janelt;Vitaly;Janelt;25;NULL;Midfielder;Brentford;Germany
2215;Vladimir  Coufal;Vladimir; Coufal;31;NULL;Defender;West Ham United;Czech Republic
2216;Wataru Endo;Wataru;Endo;30;NULL;Defender;Liverpool;Japan
2217;Wes Foderingham;Wes;Foderingham;32;NULL;Goalkeeper;Sheffield United;England
2218;Will Hughes;Will;Hughes;28;NULL;Midfielder;Crystal Palace;England
2219;Will Osula;Will;Osula;20;NULL;Forward;Sheffield United;England
2220;William Saliba;William;Saliba;22;NULL;Defender;Arsenal;France
2221;Willian;Willian;;35;NULL;Forward;Fulham;Brazil
2222;Willy Boly;Willy;Boly;32;NULL;Defender;Nottingham Forest;Ivory Coast
2223;Wilson Odobert;Wilson;Odobert;18;NULL;Forward;Burnley;France
2224;Yehor Yarmoliuk;Yehor;Yarmoliuk;19;NULL;Midfielder;Brentford;Ukraine
2225;Yoane Wissa;Yoane;Wissa;27;NULL;Forward;Brentford;Congo DR
2226;Youri Tielemans;Youri;Tielemans;26;NULL;Midfielder;Aston Villa;Belgium
2227;Youssef Chermiti;Youssef;Chermiti;19;NULL;Forward;Everton;Portugal
2228;Yves Bissouma;Yves;Bissouma;27;NULL;Midfielder;Tottenham Hotspur;Mali
2229;A Petrovic;A;Petrovic;23;NULL;Goalkeeper;Chelsea;Serbia
2230;Aukasz Fabianski;Aukasz;Fabianski;38;NULL;Goalkeeper;West Ham United;Poland
2231;Aaron Escandell Banacloche;Aaron;Escandell Banacloche;27;NULL;Goalkeeper;UD Las Palmas;Spain
2232;Abdelkabir Abqar;Abdelkabir;Abqar;24;NULL;Defender;Deportivo Alaves;Morocco
2233;Abderrahman Rebbach;Abderrahman;Rebbach;25;NULL;Forward;Deportivo Alaves;Algeria
2234;Abdi Prats;Abdi;Prats;30;NULL;Forward;RCD Mallorca;Spain
2235;Abdul Mumin;Abdul;Mumin;25;NULL;Defender;Rayo Vallecano;Ghana
2236;Abner Vinicius;Abner;Vinicius;24;NULL;Defender;Real Betis;Brazil
2237;AdriAï¿½ Altimira Reynaldos;AdriAï¿½;Altimira Reynaldos;22;NULL;Defender;Villarreal;Spain
2238;AdriAï¿½ Miquel Bosch Sanchis;AdriAï¿½;Miquel Bosch Sanchis;22;NULL;Defender;Granada CF;Spain
2239;AdriAï¿½ Pedrosa;AdriAï¿½;Pedrosa;25;NULL;Defender;Sevilla FC;Spain
2240;AdriAn Embarba;AdriAn;Embarba;31;NULL;Forward;Almeria;Spain
2241;AdriAn Lopez Garrote;AdriAn;Lopez Garrote;24;NULL;Goalkeeper;Granada CF;Spain
2242;Adrian Rodriguez Gimenez;Adrian;Rodriguez Gimenez;22;NULL;Goalkeeper;Deportivo Alaves;Spain
2243;Agusti Marchesi;Agusti;Marchesi;35;NULL;Goalkeeper;Celta de Vigo;Argentina
2244;Aihen Muï¿½oz;Aihen;Muï¿½oz;26;NULL;Defender;Real Sociedad;Spain
2245;Aimar Oroz;Aimar;Oroz;21;NULL;Midfielder;CA Osasuna;Spain
2246;Assa Mandi;Assa;Mandi;31;NULL;Defender;Villarreal;Algeria
2247;Aitor FernAndez;Aitor;FernAndez;32;NULL;Goalkeeper;CA Osasuna;Spain
2248;Aitor Fraga Torres;Aitor;Fraga Torres;20;NULL;Goalkeeper;Real Sociedad;Spain
2249;Aitor Paredes;Aitor;Paredes;23;NULL;Defender;Athletic Club Bilbao;Spain
2250;Aitor Ruibal;Aitor;Ruibal;27;NULL;Defender;Real Betis;Spain
2251;Alberto Moreno;Alberto;Moreno;31;NULL;Defender;Villarreal;Spain
2252;Alberto Perea;Alberto;Perea;32;NULL;Forward;Granada CF;Spain
2253;Alberto Soro Aï¿½lvarez;Alberto;Soro Aï¿½lvarez;24;NULL;Midfielder;Granada CF;Spain
2254;Aleix Garcia;Aleix;Garcia;26;NULL;Midfielder;Girona FC;Spain
2255;Alejandro Balde;Alejandro;Balde;20;NULL;Defender;FC Barcelona;Spain
2256;Alejandro Catena;Alejandro;Catena;28;NULL;Defender;CA Osasuna;Spain
2257;Alejandro Pozo;Alejandro;Pozo;24;NULL;Defender;Almeria;Spain
2258;Aleksandar Sedlar;Aleksandar;Sedlar;31;NULL;Defender;Deportivo Alaves;Serbia
2259;Aï¿½lex Baena;Aï¿½lex;Baena;22;NULL;Forward;Villarreal;Spain
2260;Aï¿½lex Berenguer;Aï¿½lex;Berenguer;28;NULL;Forward;Athletic Club Bilbao;Spain
2261;Alex Centelles;Alex;Centelles;24;NULL;Defender;Almeria;Spain
2262;Aï¿½lex FernAndez;Aï¿½lex;FernAndez;30;NULL;Midfielder;Cadiz;Spain
2263;Aï¿½lex Remiro;Aï¿½lex;Remiro;28;NULL;Goalkeeper;Real Sociedad;Spain
2264;Alex Ujia Piriz;Alex;Ujia Piriz;24;NULL;Defender;Deportivo Alaves;Spain
2265;Alexander Sarloth;Alexander;Sarloth;27;NULL;Forward;Villarreal;Norway
2266;Alfonso Espino;Alfonso;Espino;31;NULL;Defender;Rayo Vallecano;Uruguay
2267;Alfonso pedraza;Alfonso;pedraza;27;NULL;Defender;Villarreal;Spain
2268;Aï¿½lvaro Bastida;Aï¿½lvaro;Bastida;19;NULL;Midfielder;Cadiz;Spain
2269;Aï¿½lvaro Garcia Rivera;Aï¿½lvaro;Garcia Rivera;30;NULL;Forward;Rayo Vallecano;Spain
2270;Aï¿½lvaro Lemos Collazo;Aï¿½lvaro;Lemos Collazo;30;NULL;Defender;UD Las Palmas;Spain
2271;Alvaro Morata;Alvaro;Morata;30;NULL;Forward;Atletico Madrid;Spain
2272;Aï¿½lvaro Negredo;Aï¿½lvaro;Negredo;38;NULL;Forward;Cadiz;Spain
2273;Aï¿½lvaro Odriozola;Aï¿½lvaro;Odriozola;27;NULL;Defender;Real Madrid;Spain
2274;Aï¿½lvaro Valles Rosa;Aï¿½lvaro;Valles Rosa;26;NULL;Goalkeeper;UD Las Palmas;Spain
2275;Amath Ndiaye Diedhiou;Amath;Ndiaye Diedhiou;27;NULL;Forward;RCD Mallorca;Senegal
2276;Anastasios Douvikas;Anastasios;Douvikas;24;NULL;Forward;Celta de Vigo;Greece
2277;Ander Astralaga;Ander;Astralaga;19;NULL;Goalkeeper;FC Barcelona;Spain
2278;Ander Barrenetxea;Ander;Barrenetxea;21;NULL;Forward;Real Sociedad;Spain
2279;Ander Guevara;Ander;Guevara;26;NULL;Midfielder;Deportivo Alaves;Spain
2280;Ander Herrera;Ander;Herrera;34;NULL;Midfielder;Athletic Club Bilbao;Spain
2281;Ander SAnchez FernAndez De Lar;Ander;SAnchez FernAndez De Lar;19;NULL;Midfielder;Deportivo Alaves;Spain
2282;Andoni Gorosabel;Andoni;Gorosabel;27;NULL;Defender;Deportivo Alaves;Spain
2283;Andres Almeida;Andres;Almeida;23;NULL;Midfielder;Valencia CF;Portugal
2284;AndresFilipe Magalhaes Ribeiro Ferreira;AndresFilipe;Magalhaes Ribeiro Ferreira;27;NULL;Goalkeeper;Granada CF;Portugal
2285;Andreas Christensen;Andreas;Christensen;27;NULL;Defender;FC Barcelona;Denmark
2286;Andrei Florin Ratiu;Andrei;Florin Ratiu;25;NULL;Defender;Rayo Vallecano;Romania
2287;Andres Guardado;Andres;Guardado;36;NULL;Midfielder;Real Betis;Mexico
2288;Andriy Lunin;Andriy;Lunin;24;NULL;Goalkeeper;Real Madrid;Ukraine
2289;Angel Correa;Angel;Correa;28;NULL;Forward;Atletico Madrid;Argentina
2290;Ansu Fati;Ansu;Fati;20;NULL;Forward;FC Barcelona;Guinea-Bissau
2291;Ante Budimir;Ante;Budimir;32;NULL;Forward;CA Osasuna;Croatia
2292;Anthony Lozano;Anthony;Lozano;30;NULL;Forward;Getafe CF;Honduras
2293;Antoine Griezmann;Antoine;Griezmann;32;NULL;Forward;Atletico Madrid;France
2294;Antonio Blanco;Antonio;Blanco;23;NULL;Midfielder;Deportivo Alaves;Spain
2295;Antonio Gomis AlemAn;Antonio;Gomis AlemAn;20;NULL;Goalkeeper;Atletico Madrid;Spain
2296;Antonio Jose Raillo Arenas;Antonio;Jose Raillo Arenas;31;NULL;Defender;RCD Mallorca;Spain
2297;Antonio Rodiger;Antonio;Rodiger;30;NULL;Defender;Real Madrid;Germany
2298;Antonio Sanchez;Antonio;Sanchez;26;NULL;Midfielder;RCD Mallorca;Spain
2299;Antonio Sivera SilvA;Antonio;Sivera SilvA;27;NULL;Goalkeeper;Deportivo Alaves;Spain
2300;Aridane HernAndez Umpiarrez;Aridane;HernAndez Umpiarrez;34;NULL;Defender;Rayo Vallecano;Spain
2301;Aritz Elustondo;Aritz;Elustondo;29;NULL;Defender;Real Sociedad;Spain
2302;Arnau Martinez;Arnau;Martinez;20;NULL;Defender;Girona FC;Spain
2303;Arnau Puigmal;Arnau;Puigmal;22;NULL;Midfielder;Almeria;Spain
2304;Arsen Zakharyan;Arsen;Zakharyan;20;NULL;Midfielder;Real Sociedad;Russia
2305;Artem Dovbyk;Artem;Dovbyk;26;NULL;Forward;Girona FC;Ukraine
2306;Arvin Appiah;Arvin;Appiah;22;NULL;Forward;Almeria;England
2307;Asier Villalibre;Asier;Villalibre;25;NULL;Forward;Athletic Club Bilbao;Spain
2308;Aurilien Tchouameni;Aurilien;Tchouameni;23;NULL;Midfielder;Real Madrid;France
2309;Axel Witsel;Axel;Witsel;34;NULL;Midfielder;Atletico Madrid;Belgium
2310;Ayoze Perez;Ayoze;Perez;30;NULL;Forward;Real Betis;Spain
2311;Ben Brereton;Ben;Brereton;24;NULL;Forward;Villarreal;England
2312;Berat Prados Diaz;Berat;Prados Diaz;22;NULL;Midfielder;Athletic Club Bilbao;Spain
2313;Berat Turrientes;Berat;Turrientes;21;NULL;Midfielder;Real Sociedad;Spain
2314;Benito Ramirez del Toro;Benito;Ramirez del Toro;28;NULL;Midfielder;UD Las Palmas;Spain
2315;Bernardo Espinosa;Bernardo;Espinosa;34;NULL;Defender;Girona FC;Colombia
2316;Borja Iglesias;Borja;Iglesias;30;NULL;Forward;Real Betis;Spain
2317;Borja Mayoral;Borja;Mayoral;26;NULL;Forward;Getafe CF;Spain
2318;Brahim Diaz;Brahim;Diaz;24;NULL;Midfielder;Real Madrid;Spain
2319;Brais Mendez;Brais;Mendez;26;NULL;Midfielder;Real Sociedad;Spain
2320;Bruno Iribarne AlemAn;Bruno;Iribarne AlemAn;19;NULL;Goalkeeper;Almeria;Spain
2321;Bryan Zaragoza Martiez;Bryan;Zaragoza Martiez;22;NULL;Midfielder;Granada CF;Spain
2322;Caglar Siyanca;Caglar;Siyanca;27;NULL;Defender;Atletico Madrid;Turkey
2323;Carl Starfelt;Carl;Starfelt;28;NULL;Defender;Celta de Vigo;Sweden
2324;Carles Alena;Carles;Alena;25;NULL;Midfielder;Getafe CF;Spain
2325;Carles Perez;Carles;Perez;25;NULL;Forward;Celta de Vigo;Spain
2326;Carlos Domiguez;Carlos;Domiguez;22;NULL;Defender;Celta de Vigo;Spain
2327;Carlos Dotor;Carlos;Dotor;22;NULL;Midfielder;Celta de Vigo;Spain
2328;Carlos FernAndez;Carlos;FernAndez;27;NULL;Forward;Real Sociedad;Spain
2329;Carlos Nahuel Benavidez Protesoni;Carlos;Nahuel Benavidez Protesoni;25;NULL;Midfielder;Deportivo Alaves;Uruguay
2330;Carlos Neva Tey;Carlos;Neva Tey;27;NULL;Defender;Granada CF;Spain
2331;Cenk Abakcar;Cenk;Abakcar;22;NULL;Defender;Valencia CF;Turkey
2332;Cesar Azpilicueta;Cesar;Azpilicueta;34;NULL;Defender;Atletico Madrid;Spain
2333;Cesar Torrega Requeni;Cesar;Torrega Requeni;21;NULL;Midfielder;Valencia CF;Spain
2334;Chadi Riad;Chadi;Riad;20;NULL;Defender;Real Betis;Morocco
2335;Chimy Avila;Chimy;Avila;29;NULL;Forward;CA Osasuna;Argentina
2336;Chris Ramos;Chris;Ramos;26;NULL;Forward;Cadiz;Spain
2337;Cristhian Mosquera;Cristhian;Mosquera;19;NULL;Defender;Valencia CF;Spain
2338;Cristhian Stuani;Cristhian;Stuani;36;NULL;Forward;Girona FC;Uruguay
2339;Cristian Ignacio Herrera Perez;Cristian;Ignacio Herrera Perez;32;NULL;Forward;UD Las Palmas;Spain
2340;Cristian Portugues;Cristian;Portugues;31;NULL;Forward;Girona FC;Spain
2341;Cristian Rivero;Cristian;Rivero;25;NULL;Goalkeeper;Valencia CF;Spain
2342;Cyle Larin;Cyle;Larin;28;NULL;Forward;RCD Mallorca;Canada
2343;Daley Blind;Daley;Blind;33;NULL;Defender;Girona FC;Netherlands
2344;Daley Sinkgraven;Daley;Sinkgraven;28;NULL;Midfielder;UD Las Palmas;Netherlands
2345;DamiAn SuArez;DamiAn;SuArez;35;NULL;Defender;Getafe CF;Uruguay
2346;Dani Garcia;Dani;Garcia;33;NULL;Midfielder;Athletic Club Bilbao;Spain
2347;Dani Parejo;Dani;Parejo;34;NULL;Midfielder;Villarreal;Spain
2348;Dani Perez;Dani;Perez;18;NULL;Midfielder;Real Betis;Spain
2349;Dani Rodriguez;Dani;Rodriguez;35;NULL;Midfielder;RCD Mallorca;Spain
2350;Dani Vivian;Dani;Vivian;24;NULL;Defender;Athletic Club Bilbao;Spain
2351;Daniel Andres Luna Garcia;Daniel;Andres Luna Garcia;20;NULL;Midfielder;RCD Mallorca;Colombia
2352;Daniel Cardenas Lindez;Daniel;Cardenas Lindez;26;NULL;Goalkeeper;Rayo Vallecano;Spain
2353;Daniel Carvajal;Daniel;Carvajal;31;NULL;Defender;Real Madrid;Spain
2354;Daniel Cerantola Fuzato;Daniel;Cerantola Fuzato;26;NULL;Goalkeeper;Getafe CF;Brazil
2355;Darwin Macha;Darwin;Macha;30;NULL;Forward;Cadiz;Venezuela
2356;David Alaba;David;Alaba;31;NULL;Defender;Real Madrid;Austria
2357;David Garcia;David;Garcia;29;NULL;Defender;CA Osasuna;Spain
2358;David Gil;David;Gil;29;NULL;Goalkeeper;Cadiz;Spain
2359;David Lopez;David;Lopez;33;NULL;Defender;Girona FC;Spain
2360;David Soria;David;Soria;30;NULL;Goalkeeper;Getafe CF;Spain
2361;Denis SuArez;Denis;SuArez;29;NULL;Midfielder;Villarreal;Spain
2362;Diego Kochen;Diego;Kochen;17;NULL;Goalkeeper;FC Barcelona;USA
2363;Diego Lopez;Diego;Lopez;21;NULL;Forward;Valencia CF;Spain
2364;Diego MariÃ±o;Diego;MariÃ±o;33;NULL;Goalkeeper;Almeria;Spain
2365;Diego Mendez;Diego;Mendez;20;NULL;Midfielder;Rayo Vallecano;Spain
2366;Diego PiÃ±eiro;Diego;PiÃ±eiro;19;NULL;Goalkeeper;Real Madrid;Spain
2367;Diego Rico;Diego;Rico;30;NULL;Defender;Real Sociedad;Spain
2368;Dimitri Foulquier;Dimitri;Foulquier;30;NULL;Defender;Valencia CF;France
2369;Dimitrios Stamatakis;Dimitrios;Stamatakis;20;NULL;Goalkeeper;CA Osasuna;Greece
2370;Dion Lopy;Dion;Lopy;21;NULL;Midfielder;Almeria;Senegal
2371;Djene Dakonam;Djene;Dakonam;31;NULL;Defender;Getafe CF;Togo
2372;Djibril Sow;Djibril;Sow;26;NULL;Midfielder;Sevilla FC;Switzerland
